guest_id,review_score,comments
60653,3,Review comment 11436
210775,5,Review comment 11437
290096,1,Review comment 11438
291280,3,Review comment 11439
234103,4,Review comment 11440
199731,3,Review comment 11441
191952,5,Review comment 11442
132801,5,Review comment 11443
100803,,Review comment 11444
175037,,Review comment 11445
210228,3,Review comment 11446
238550,4,Review comment 11447
161108,2,Review comment 11448
18840,4,Review comment 11449
145213,5,Review comment 11450
259319,3,Review comment 11451
153422,4,Review comment 11452
147027,5,Review comment 11453
75467,4,Review comment 11454
64598,3,Review comment 11455
262279,1,Review comment 11456
177054,3,Review comment 11457
212057,4,Review comment 11458
231193,3,Review comment 11459
241626,2,Review comment 11460
249356,3,Review comment 11461
18201,4,Review comment 11462
38903,5,Review comment 11463
161586,4,Review comment 11464
119149,4,Review comment 11465
90705,2,Review comment 11466
215358,5,Review comment 11467
62085,3,Review comment 11468
286137,4,Review comment 11469
127118,5,Review comment 11470
177170,5,Review comment 11471
171213,5,Review comment 11472
202380,4,Review comment 11473
209102,5,Review comment 11474
206052,4,Review comment 11475
95415,1,Review comment 11476
241067,1,Review comment 11477
107823,4,Review comment 11478
131850,4,Review comment 11479
145254,,Review comment 11480
46975,5,Review comment 11481
222865,5,Review comment 11482
63519,5,Review comment 11483
295500,2,Review comment 11484
38500,4,Review comment 11485
49196,1,Review comment 11486
33107,1,Review comment 11487
87895,4,Review comment 11488
35249,2,Review comment 11489
238071,5,Review comment 11490
10000,4,Review comment 11491
174017,1,Review comment 11492
209279,5,Review comment 11493
75130,5,Review comment 11494
119735,4,Review comment 11495
169765,4,Review comment 11496
211123,5,Review comment 11497
237580,5,Review comment 11498
194739,1,Review comment 11499
198871,,Review comment 11500
266888,3,Review comment 11501
173628,4,Review comment 11502
297113,4,Review comment 11503
92613,5,Review comment 11504
16606,4,Review comment 11505
64449,3,Review comment 11506
235333,1,Review comment 11507
3626,5,Review comment 11508
236647,5,Review comment 11509
224853,2,Review comment 11510
34797,5,Review comment 11511
227327,4,Review comment 11512
165424,4,Review comment 11513
89787,3,Review comment 11514
92250,4,Review comment 11515
2812,5,Review comment 11516
226470,4,Review comment 11517
233178,4,Review comment 11518
62660,1,Review comment 11519
87948,4,Review comment 11520
161657,2,Review comment 11521
119842,4,Review comment 11522
138912,,Review comment 11523
129938,1,Review comment 11524
72074,4,Review comment 11525
88413,2,Review comment 11526
28423,5,Review comment 11527
183563,5,Review comment 11528
82882,5,Review comment 11529
268887,3,Review comment 11530
157371,,Review comment 11531
23990,1,Review comment 11532
217048,5,Review comment 11533
273116,4,Review comment 11534
166777,5,Review comment 11535
292212,5,Review comment 11536
152172,5,Review comment 11537
96157,4,Review comment 11538
95741,3,Review comment 11539
175478,4,Review comment 11540
274021,2,Review comment 11541
195112,3,Review comment 11542
6155,5,Review comment 11543
198337,4,Review comment 11544
189701,1,Review comment 11545
67842,2,Review comment 11546
72658,1,Review comment 11547
55305,4,Review comment 11548
73173,1,Review comment 11549
177169,2,Review comment 11550
75388,5,Review comment 11551
105204,1,Review comment 11552
202842,4,Review comment 11553
267055,2,Review comment 11554
217558,3,Review comment 11555
116907,4,Review comment 11556
102051,,Review comment 11557
69624,5,Review comment 11558
32113,4,Review comment 11559
226321,4,Review comment 11560
99834,2,Review comment 11561
298696,4,Review comment 11562
260744,3,Review comment 11563
120259,4,Review comment 11564
163019,5,Review comment 11565
298499,4,Review comment 11566
186262,5,Review comment 11567
68766,5,Review comment 11568
34904,3,Review comment 11569
134499,4,Review comment 11570
141191,4,Review comment 11571
171830,5,Review comment 11572
137956,4,Review comment 11573
267121,5,Review comment 11574
238282,2,Review comment 11575
231902,4,Review comment 11576
200292,4,Review comment 11577
79140,3,Review comment 11578
164100,1,Review comment 11579
95278,,Review comment 11580
202930,3,Review comment 11581
204568,5,Review comment 11582
135961,5,Review comment 11583
206840,1,Review comment 11584
155333,4,Review comment 11585
247027,5,Review comment 11586
246460,5,Review comment 11587
27457,2,Review comment 11588
120130,3,Review comment 11589
140050,5,Review comment 11590
254798,3,Review comment 11591
57335,1,Review comment 11592
161881,5,Review comment 11593
58377,2,Review comment 11594
246504,3,Review comment 11595
284920,3,Review comment 11596
97352,5,Review comment 11597
114561,5,Review comment 11598
242414,4,Review comment 11599
234567,5,Review comment 11600
67804,4,Review comment 11601
223407,4,Review comment 11602
202846,3,Review comment 11603
57494,5,Review comment 11604
31363,2,Review comment 11605
242227,5,Review comment 11606
123115,3,Review comment 11607
150850,3,Review comment 11608
59425,5,Review comment 11609
148405,4,Review comment 11610
123542,3,Review comment 11611
63531,5,Review comment 11612
54624,5,Review comment 11613
299170,1,Review comment 11614
254246,4,Review comment 11615
50226,4,Review comment 11616
80199,3,Review comment 11617
140685,5,Review comment 11618
136570,3,Review comment 11619
46189,4,Review comment 11620
242869,5,Review comment 11621
256131,4,Review comment 11622
164857,5,Review comment 11623
273175,2,Review comment 11624
242260,5,Review comment 11625
54714,5,Review comment 11626
139700,4,Review comment 11627
124661,1,Review comment 11628
294783,2,Review comment 11629
141633,3,Review comment 11630
206349,3,Review comment 11631
139863,2,Review comment 11632
178136,3,Review comment 11633
140630,5,Review comment 11634
2907,4,Review comment 11635
224421,3,Review comment 11636
233856,3,Review comment 11637
22770,3,Review comment 11638
274243,4,Review comment 11639
53786,4,Review comment 11640
287558,3,Review comment 11641
122000,5,Review comment 11642
154218,3,Review comment 11643
87623,2,Review comment 11644
25153,4,Review comment 11645
217487,1,Review comment 11646
11977,4,Review comment 11647
237853,5,Review comment 11648
112050,4,Review comment 11649
281537,2,Review comment 11650
79179,4,Review comment 11651
243655,5,Review comment 11652
283429,2,Review comment 11653
6063,5,Review comment 11654
118223,4,Review comment 11655
272712,4,Review comment 11656
287453,5,Review comment 11657
63406,4,Review comment 11658
18591,5,Review comment 11659
163554,4,Review comment 11660
23209,4,Review comment 11661
253764,4,Review comment 11662
258878,5,Review comment 11663
55240,4,Review comment 11664
247620,3,Review comment 11665
6417,4,Review comment 11666
83514,2,Review comment 11667
86007,4,Review comment 11668
197825,2,Review comment 11669
169840,4,Review comment 11670
202909,5,Review comment 11671
269081,1,Review comment 11672
110262,5,Review comment 11673
161893,2,Review comment 11674
225227,5,Review comment 11675
176941,4,Review comment 11676
191045,3,Review comment 11677
282420,1,Review comment 11678
75695,4,Review comment 11679
33013,3,Review comment 11680
267166,5,Review comment 11681
166642,5,Review comment 11682
197932,5,Review comment 11683
148666,5,Review comment 11684
171858,5,Review comment 11685
224132,5,Review comment 11686
299388,3,Review comment 11687
298151,4,Review comment 11688
145911,3,Review comment 11689
222655,5,Review comment 11690
217378,1,Review comment 11691
245763,5,Review comment 11692
133792,3,Review comment 11693
281097,5,Review comment 11694
147687,4,Review comment 11695
174986,4,Review comment 11696
105706,3,Review comment 11697
288215,4,Review comment 11698
284618,3,Review comment 11699
58815,4,Review comment 11700
289231,3,Review comment 11701
84301,4,Review comment 11702
115321,5,Review comment 11703
30967,3,Review comment 11704
96842,5,Review comment 11705
216854,3,Review comment 11706
167252,1,Review comment 11707
129391,5,Review comment 11708
84911,3,Review comment 11709
177238,1,Review comment 11710
292173,5,Review comment 11711
215563,4,Review comment 11712
273413,5,Review comment 11713
70122,5,Review comment 11714
283573,4,Review comment 11715
149560,5,Review comment 11716
44115,3,Review comment 11717
82114,,Review comment 11718
294618,4,Review comment 11719
236467,1,Review comment 11720
146774,5,Review comment 11721
244342,4,Review comment 11722
26633,4,Review comment 11723
223782,1,Review comment 11724
221319,5,Review comment 11725
160037,4,Review comment 11726
183492,3,Review comment 11727
297313,4,Review comment 11728
129878,5,Review comment 11729
93064,3,Review comment 11730
163661,3,Review comment 11731
7640,4,Review comment 11732
106202,2,Review comment 11733
256794,4,Review comment 11734
133098,4,Review comment 11735
85810,5,Review comment 11736
113546,5,Review comment 11737
53989,3,Review comment 11738
134983,3,Review comment 11739
113127,5,Review comment 11740
289300,3,Review comment 11741
221967,5,Review comment 11742
239284,3,Review comment 11743
147773,2,Review comment 11744
137573,3,Review comment 11745
278838,4,Review comment 11746
234,3,Review comment 11747
271749,3,Review comment 11748
38358,3,Review comment 11749
85139,2,Review comment 11750
109900,2,Review comment 11751
124927,3,Review comment 11752
163656,5,Review comment 11753
269776,5,Review comment 11754
98620,1,Review comment 11755
289128,3,Review comment 11756
23542,2,Review comment 11757
225191,5,Review comment 11758
207699,1,Review comment 11759
31187,3,Review comment 11760
209548,1,Review comment 11761
289296,3,Review comment 11762
66741,3,Review comment 11763
213436,5,Review comment 11764
267727,4,Review comment 11765
278494,2,Review comment 11766
119210,4,Review comment 11767
119454,2,Review comment 11768
151691,3,Review comment 11769
241266,4,Review comment 11770
139867,2,Review comment 11771
137801,5,Review comment 11772
162732,4,Review comment 11773
212737,4,Review comment 11774
5396,4,Review comment 11775
86281,4,Review comment 11776
260754,2,Review comment 11777
229550,2,Review comment 11778
280130,5,Review comment 11779
234507,4,Review comment 11780
62532,3,Review comment 11781
57452,,Review comment 11782
258481,5,Review comment 11783
181133,4,Review comment 11784
115256,2,Review comment 11785
34382,1,Review comment 11786
236537,3,Review comment 11787
105788,2,Review comment 11788
16545,1,Review comment 11789
57487,4,Review comment 11790
49733,4,Review comment 11791
298716,3,Review comment 11792
186731,5,Review comment 11793
210907,5,Review comment 11794
29462,5,Review comment 11795
92529,,Review comment 11796
237051,4,Review comment 11797
129925,3,Review comment 11798
12377,5,Review comment 11799
151722,3,Review comment 11800
280237,3,Review comment 11801
158670,4,Review comment 11802
91750,3,Review comment 11803
87834,,Review comment 11804
147913,,Review comment 11805
39051,2,Review comment 11806
124649,,Review comment 11807
282998,2,Review comment 11808
121208,5,Review comment 11809
266294,4,Review comment 11810
206645,5,Review comment 11811
182806,4,Review comment 11812
208457,3,Review comment 11813
241070,5,Review comment 11814
294227,5,Review comment 11815
133781,5,Review comment 11816
293499,5,Review comment 11817
214150,4,Review comment 11818
257549,3,Review comment 11819
138020,4,Review comment 11820
297926,4,Review comment 11821
271417,2,Review comment 11822
160429,4,Review comment 11823
247457,3,Review comment 11824
6085,5,Review comment 11825
98046,3,Review comment 11826
224616,3,Review comment 11827
249848,3,Review comment 11828
178631,1,Review comment 11829
225655,3,Review comment 11830
52275,5,Review comment 11831
131445,2,Review comment 11832
172835,2,Review comment 11833
213580,1,Review comment 11834
15196,4,Review comment 11835
113909,3,Review comment 11836
262470,5,Review comment 11837
199262,4,Review comment 11838
210858,3,Review comment 11839
24756,5,Review comment 11840
199389,3,Review comment 11841
106431,5,Review comment 11842
119955,4,Review comment 11843
49342,4,Review comment 11844
65651,4,Review comment 11845
255459,2,Review comment 11846
36226,5,Review comment 11847
246715,4,Review comment 11848
136466,5,Review comment 11849
156972,4,Review comment 11850
162213,4,Review comment 11851
11066,5,Review comment 11852
82257,4,Review comment 11853
195473,4,Review comment 11854
54789,1,Review comment 11855
83896,2,Review comment 11856
194189,4,Review comment 11857
228595,3,Review comment 11858
80218,5,Review comment 11859
278717,5,Review comment 11860
249800,4,Review comment 11861
117940,1,Review comment 11862
23096,3,Review comment 11863
100004,3,Review comment 11864
31585,5,Review comment 11865
89525,3,Review comment 11866
237507,5,Review comment 11867
5579,2,Review comment 11868
4747,4,Review comment 11869
87788,2,Review comment 11870
183329,3,Review comment 11871
6101,4,Review comment 11872
103818,4,Review comment 11873
156794,3,Review comment 11874
127654,4,Review comment 11875
127102,3,Review comment 11876
14368,2,Review comment 11877
74756,2,Review comment 11878
272068,2,Review comment 11879
265317,3,Review comment 11880
156528,5,Review comment 11881
185221,3,Review comment 11882
261992,3,Review comment 11883
126794,3,Review comment 11884
222603,3,Review comment 11885
274796,5,Review comment 11886
19456,4,Review comment 11887
226884,5,Review comment 11888
59109,3,Review comment 11889
88502,4,Review comment 11890
258310,5,Review comment 11891
108472,4,Review comment 11892
259575,4,Review comment 11893
88288,3,Review comment 11894
197012,1,Review comment 11895
260953,4,Review comment 11896
279669,4,Review comment 11897
157384,3,Review comment 11898
174166,1,Review comment 11899
99141,3,Review comment 11900
219250,3,Review comment 11901
40324,,Review comment 11902
54025,4,Review comment 11903
281246,3,Review comment 11904
162029,4,Review comment 11905
234181,2,Review comment 11906
297461,3,Review comment 11907
112834,3,Review comment 11908
47316,5,Review comment 11909
138235,3,Review comment 11910
23574,5,Review comment 11911
20494,4,Review comment 11912
285405,3,Review comment 11913
223208,5,Review comment 11914
50624,3,Review comment 11915
176654,5,Review comment 11916
103841,4,Review comment 11917
293643,1,Review comment 11918
182618,2,Review comment 11919
6078,2,Review comment 11920
289801,5,Review comment 11921
184323,1,Review comment 11922
208253,2,Review comment 11923
271116,3,Review comment 11924
298797,2,Review comment 11925
259783,3,Review comment 11926
84216,3,Review comment 11927
298385,1,Review comment 11928
289109,,Review comment 11929
271997,5,Review comment 11930
249115,4,Review comment 11931
76107,5,Review comment 11932
247867,4,Review comment 11933
271899,2,Review comment 11934
237020,5,Review comment 11935
245955,4,Review comment 11936
65878,,Review comment 11937
50951,3,Review comment 11938
175416,5,Review comment 11939
151813,1,Review comment 11940
238483,4,Review comment 11941
207224,5,Review comment 11942
252862,5,Review comment 11943
208650,3,Review comment 11944
106665,4,Review comment 11945
129607,3,Review comment 11946
26327,3,Review comment 11947
228305,4,Review comment 11948
114056,1,Review comment 11949
126550,5,Review comment 11950
206015,1,Review comment 11951
198039,4,Review comment 11952
291764,3,Review comment 11953
81216,5,Review comment 11954
177978,,Review comment 11955
23705,3,Review comment 11956
290052,5,Review comment 11957
224796,4,Review comment 11958
249012,5,Review comment 11959
114151,3,Review comment 11960
138803,1,Review comment 11961
133530,4,Review comment 11962
50849,4,Review comment 11963
169508,3,Review comment 11964
277278,1,Review comment 11965
13941,3,Review comment 11966
134475,4,Review comment 11967
175989,2,Review comment 11968
273116,4,Review comment 11969
206746,5,Review comment 11970
185956,3,Review comment 11971
234681,4,Review comment 11972
136781,5,Review comment 11973
212196,1,Review comment 11974
71279,,Review comment 11975
215293,1,Review comment 11976
13198,4,Review comment 11977
150231,5,Review comment 11978
655,1,Review comment 11979
175264,2,Review comment 11980
138487,4,Review comment 11981
117011,3,Review comment 11982
278787,2,Review comment 11983
172057,5,Review comment 11984
147803,1,Review comment 11985
294332,2,Review comment 11986
132623,5,Review comment 11987
126321,5,Review comment 11988
232248,5,Review comment 11989
118550,,Review comment 11990
242783,5,Review comment 11991
258823,5,Review comment 11992
226651,3,Review comment 11993
184568,4,Review comment 11994
192500,2,Review comment 11995
119956,5,Review comment 11996
178546,4,Review comment 11997
86184,4,Review comment 11998
102877,5,Review comment 11999
32542,3,Review comment 12000
185959,4,Review comment 12001
143456,4,Review comment 12002
271717,5,Review comment 12003
122555,4,Review comment 12004
228987,5,Review comment 12005
4444,4,Review comment 12006
91130,4,Review comment 12007
230491,1,Review comment 12008
225372,4,Review comment 12009
133632,3,Review comment 12010
177023,1,Review comment 12011
58515,3,Review comment 12012
275879,3,Review comment 12013
182133,4,Review comment 12014
47120,3,Review comment 12015
164375,4,Review comment 12016
111629,4,Review comment 12017
45360,4,Review comment 12018
239137,5,Review comment 12019
281155,5,Review comment 12020
17774,3,Review comment 12021
133305,5,Review comment 12022
99950,4,Review comment 12023
85505,1,Review comment 12024
139925,5,Review comment 12025
102660,4,Review comment 12026
232831,4,Review comment 12027
175697,3,Review comment 12028
94077,3,Review comment 12029
279637,,Review comment 12030
83871,2,Review comment 12031
269666,5,Review comment 12032
95690,2,Review comment 12033
5800,4,Review comment 12034
1586,2,Review comment 12035
107632,2,Review comment 12036
236782,4,Review comment 12037
211937,3,Review comment 12038
71452,4,Review comment 12039
155518,3,Review comment 12040
236181,,Review comment 12041
227926,5,Review comment 12042
163584,2,Review comment 12043
52736,3,Review comment 12044
43680,4,Review comment 12045
48722,4,Review comment 12046
205512,4,Review comment 12047
11620,5,Review comment 12048
150121,2,Review comment 12049
99521,3,Review comment 12050
206726,2,Review comment 12051
204820,2,Review comment 12052
260804,3,Review comment 12053
224937,5,Review comment 12054
152026,2,Review comment 12055
62063,4,Review comment 12056
42982,5,Review comment 12057
54424,5,Review comment 12058
21998,4,Review comment 12059
258785,5,Review comment 12060
61504,5,Review comment 12061
92895,4,Review comment 12062
130718,4,Review comment 12063
23628,5,Review comment 12064
73745,3,Review comment 12065
105455,4,Review comment 12066
7823,1,Review comment 12067
293661,4,Review comment 12068
70770,5,Review comment 12069
268442,5,Review comment 12070
102169,5,Review comment 12071
39761,1,Review comment 12072
249715,3,Review comment 12073
271637,4,Review comment 12074
19955,3,Review comment 12075
225602,3,Review comment 12076
106444,,Review comment 12077
251478,3,Review comment 12078
20494,5,Review comment 12079
177102,5,Review comment 12080
286776,1,Review comment 12081
266393,3,Review comment 12082
96034,1,Review comment 12083
253829,3,Review comment 12084
129563,4,Review comment 12085
149471,5,Review comment 12086
25164,4,Review comment 12087
170031,4,Review comment 12088
30071,4,Review comment 12089
224284,2,Review comment 12090
15716,4,Review comment 12091
146238,4,Review comment 12092
71921,4,Review comment 12093
52583,1,Review comment 12094
115489,5,Review comment 12095
297865,2,Review comment 12096
191810,5,Review comment 12097
219795,3,Review comment 12098
153811,5,Review comment 12099
22326,5,Review comment 12100
102241,4,Review comment 12101
141180,5,Review comment 12102
103599,2,Review comment 12103
27455,5,Review comment 12104
266106,4,Review comment 12105
80746,,Review comment 12106
55279,4,Review comment 12107
87589,5,Review comment 12108
239811,1,Review comment 12109
67619,5,Review comment 12110
11094,5,Review comment 12111
222291,4,Review comment 12112
242221,4,Review comment 12113
297895,5,Review comment 12114
141795,3,Review comment 12115
188067,4,Review comment 12116
133294,2,Review comment 12117
117605,5,Review comment 12118
285415,3,Review comment 12119
141475,4,Review comment 12120
146484,2,Review comment 12121
22062,5,Review comment 12122
195582,5,Review comment 12123
82708,3,Review comment 12124
181889,5,Review comment 12125
9233,3,Review comment 12126
187933,4,Review comment 12127
94333,3,Review comment 12128
122469,3,Review comment 12129
39284,4,Review comment 12130
78372,1,Review comment 12131
156204,5,Review comment 12132
227698,4,Review comment 12133
178471,3,Review comment 12134
183914,3,Review comment 12135
112151,4,Review comment 12136
51559,3,Review comment 12137
212643,4,Review comment 12138
220502,2,Review comment 12139
94403,3,Review comment 12140
117310,3,Review comment 12141
113512,,Review comment 12142
47843,3,Review comment 12143
13249,3,Review comment 12144
200347,4,Review comment 12145
218117,3,Review comment 12146
100960,4,Review comment 12147
144401,5,Review comment 12148
8442,2,Review comment 12149
5520,5,Review comment 12150
163350,4,Review comment 12151
37378,1,Review comment 12152
64899,3,Review comment 12153
123608,4,Review comment 12154
151176,1,Review comment 12155
272823,5,Review comment 12156
140032,5,Review comment 12157
264518,5,Review comment 12158
100387,3,Review comment 12159
97038,3,Review comment 12160
76260,4,Review comment 12161
85933,5,Review comment 12162
116059,1,Review comment 12163
161342,4,Review comment 12164
116296,4,Review comment 12165
32572,,Review comment 12166
154890,5,Review comment 12167
160890,2,Review comment 12168
78723,4,Review comment 12169
262228,4,Review comment 12170
201957,3,Review comment 12171
53782,4,Review comment 12172
285693,5,Review comment 12173
120932,4,Review comment 12174
61614,4,Review comment 12175
102145,4,Review comment 12176
99438,4,Review comment 12177
144854,,Review comment 12178
183752,3,Review comment 12179
75630,4,Review comment 12180
10994,3,Review comment 12181
81841,3,Review comment 12182
144150,4,Review comment 12183
286351,5,Review comment 12184
172955,2,Review comment 12185
161166,4,Review comment 12186
281725,1,Review comment 12187
151528,5,Review comment 12188
135514,5,Review comment 12189
217033,2,Review comment 12190
162645,4,Review comment 12191
142810,4,Review comment 12192
271661,1,Review comment 12193
160596,3,Review comment 12194
125177,3,Review comment 12195
255226,2,Review comment 12196
49824,,Review comment 12197
28283,4,Review comment 12198
197558,4,Review comment 12199
190994,3,Review comment 12200
139895,2,Review comment 12201
174978,4,Review comment 12202
79927,4,Review comment 12203
291722,4,Review comment 12204
224669,5,Review comment 12205
264509,5,Review comment 12206
169728,1,Review comment 12207
206366,5,Review comment 12208
154975,1,Review comment 12209
295523,3,Review comment 12210
57621,4,Review comment 12211
267968,4,Review comment 12212
266820,5,Review comment 12213
276079,4,Review comment 12214
228386,4,Review comment 12215
63631,3,Review comment 12216
136546,3,Review comment 12217
260952,4,Review comment 12218
208710,3,Review comment 12219
273676,5,Review comment 12220
220488,4,Review comment 12221
134782,,Review comment 12222
207888,4,Review comment 12223
252231,3,Review comment 12224
47197,4,Review comment 12225
176363,4,Review comment 12226
253768,4,Review comment 12227
267290,5,Review comment 12228
162532,5,Review comment 12229
86175,3,Review comment 12230
243681,5,Review comment 12231
235577,3,Review comment 12232
255772,4,Review comment 12233
96135,4,Review comment 12234
54172,2,Review comment 12235
197225,3,Review comment 12236
294312,2,Review comment 12237
229061,4,Review comment 12238
17477,5,Review comment 12239
197612,4,Review comment 12240
91659,4,Review comment 12241
185720,4,Review comment 12242
25783,5,Review comment 12243
282065,5,Review comment 12244
77911,5,Review comment 12245
48727,4,Review comment 12246
40407,2,Review comment 12247
79895,5,Review comment 12248
289053,1,Review comment 12249
145346,2,Review comment 12250
128200,3,Review comment 12251
168395,1,Review comment 12252
299489,4,Review comment 12253
33529,4,Review comment 12254
258573,3,Review comment 12255
278300,4,Review comment 12256
12350,5,Review comment 12257
13593,2,Review comment 12258
3144,1,Review comment 12259
225176,5,Review comment 12260
47270,1,Review comment 12261
259275,1,Review comment 12262
241360,3,Review comment 12263
226101,5,Review comment 12264
23907,5,Review comment 12265
110013,5,Review comment 12266
217574,5,Review comment 12267
289083,2,Review comment 12268
31725,5,Review comment 12269
269622,4,Review comment 12270
161435,,Review comment 12271
94869,5,Review comment 12272
113787,1,Review comment 12273
146262,5,Review comment 12274
18370,3,Review comment 12275
6115,4,Review comment 12276
75057,5,Review comment 12277
149196,1,Review comment 12278
192243,2,Review comment 12279
4570,5,Review comment 12280
137504,,Review comment 12281
107007,3,Review comment 12282
143376,,Review comment 12283
155586,5,Review comment 12284
283729,3,Review comment 12285
87913,4,Review comment 12286
152331,2,Review comment 12287
158053,1,Review comment 12288
283928,4,Review comment 12289
86747,3,Review comment 12290
251565,3,Review comment 12291
289832,4,Review comment 12292
226362,4,Review comment 12293
272398,4,Review comment 12294
50925,3,Review comment 12295
226808,5,Review comment 12296
20731,4,Review comment 12297
295577,3,Review comment 12298
13444,4,Review comment 12299
281492,5,Review comment 12300
165612,5,Review comment 12301
181132,5,Review comment 12302
265885,4,Review comment 12303
255169,4,Review comment 12304
107555,1,Review comment 12305
56366,4,Review comment 12306
156894,3,Review comment 12307
224118,,Review comment 12308
5974,3,Review comment 12309
74233,3,Review comment 12310
156130,5,Review comment 12311
270153,3,Review comment 12312
183541,5,Review comment 12313
1055,3,Review comment 12314
153154,4,Review comment 12315
77287,2,Review comment 12316
126542,1,Review comment 12317
16502,5,Review comment 12318
208061,5,Review comment 12319
160951,,Review comment 12320
37724,4,Review comment 12321
265119,4,Review comment 12322
163144,4,Review comment 12323
279305,5,Review comment 12324
283426,5,Review comment 12325
209779,5,Review comment 12326
293506,3,Review comment 12327
206656,3,Review comment 12328
249224,,Review comment 12329
88514,5,Review comment 12330
41606,3,Review comment 12331
142381,3,Review comment 12332
257008,5,Review comment 12333
194742,1,Review comment 12334
273486,3,Review comment 12335
52187,4,Review comment 12336
279157,5,Review comment 12337
263161,1,Review comment 12338
235956,4,Review comment 12339
284063,,Review comment 12340
125746,5,Review comment 12341
90666,2,Review comment 12342
12465,5,Review comment 12343
299876,3,Review comment 12344
181970,3,Review comment 12345
99178,4,Review comment 12346
115176,3,Review comment 12347
59698,5,Review comment 12348
22871,,Review comment 12349
131500,3,Review comment 12350
35323,2,Review comment 12351
14611,3,Review comment 12352
186343,5,Review comment 12353
276964,4,Review comment 12354
33019,,Review comment 12355
93217,3,Review comment 12356
231369,4,Review comment 12357
199707,5,Review comment 12358
225000,1,Review comment 12359
111586,1,Review comment 12360
149139,2,Review comment 12361
137294,3,Review comment 12362
240543,,Review comment 12363
111076,4,Review comment 12364
109573,3,Review comment 12365
21006,4,Review comment 12366
132531,1,Review comment 12367
7549,5,Review comment 12368
161327,5,Review comment 12369
237184,5,Review comment 12370
226427,4,Review comment 12371
122114,3,Review comment 12372
234024,4,Review comment 12373
105010,3,Review comment 12374
43166,4,Review comment 12375
81117,4,Review comment 12376
67224,,Review comment 12377
30754,5,Review comment 12378
98971,5,Review comment 12379
135760,5,Review comment 12380
207030,4,Review comment 12381
31729,5,Review comment 12382
217922,3,Review comment 12383
262081,4,Review comment 12384
250323,5,Review comment 12385
107940,1,Review comment 12386
43498,5,Review comment 12387
115928,5,Review comment 12388
46914,4,Review comment 12389
167849,3,Review comment 12390
295711,5,Review comment 12391
163586,,Review comment 12392
242978,5,Review comment 12393
235255,4,Review comment 12394
32892,2,Review comment 12395
13149,3,Review comment 12396
62165,4,Review comment 12397
80137,4,Review comment 12398
289286,3,Review comment 12399
41775,3,Review comment 12400
221265,3,Review comment 12401
62205,5,Review comment 12402
285364,3,Review comment 12403
188790,5,Review comment 12404
12285,4,Review comment 12405
24471,3,Review comment 12406
100659,3,Review comment 12407
277430,4,Review comment 12408
219500,3,Review comment 12409
32310,1,Review comment 12410
154594,1,Review comment 12411
86787,5,Review comment 12412
79178,2,Review comment 12413
24781,4,Review comment 12414
265504,4,Review comment 12415
53783,3,Review comment 12416
256776,4,Review comment 12417
7677,5,Review comment 12418
292511,1,Review comment 12419
263797,1,Review comment 12420
275772,5,Review comment 12421
299691,5,Review comment 12422
155936,4,Review comment 12423
223253,5,Review comment 12424
117905,3,Review comment 12425
259968,4,Review comment 12426
72898,1,Review comment 12427
207871,3,Review comment 12428
289247,3,Review comment 12429
275608,4,Review comment 12430
139520,5,Review comment 12431
131412,4,Review comment 12432
161511,3,Review comment 12433
226126,3,Review comment 12434
109711,4,Review comment 12435
138544,3,Review comment 12436
159398,5,Review comment 12437
280875,5,Review comment 12438
254597,4,Review comment 12439
85546,4,Review comment 12440
282838,5,Review comment 12441
93017,,Review comment 12442
272719,5,Review comment 12443
139132,4,Review comment 12444
171784,4,Review comment 12445
131470,4,Review comment 12446
7706,5,Review comment 12447
273527,1,Review comment 12448
4943,4,Review comment 12449
137889,2,Review comment 12450
280063,5,Review comment 12451
105153,2,Review comment 12452
176857,4,Review comment 12453
226009,2,Review comment 12454
85047,3,Review comment 12455
234218,4,Review comment 12456
157709,1,Review comment 12457
201619,5,Review comment 12458
60995,4,Review comment 12459
96194,1,Review comment 12460
286407,4,Review comment 12461
249820,3,Review comment 12462
243439,3,Review comment 12463
152586,5,Review comment 12464
56220,5,Review comment 12465
276521,3,Review comment 12466
12433,,Review comment 12467
54703,4,Review comment 12468
44585,4,Review comment 12469
72973,,Review comment 12470
198194,5,Review comment 12471
250112,4,Review comment 12472
99769,1,Review comment 12473
16236,5,Review comment 12474
64645,5,Review comment 12475
137137,3,Review comment 12476
231848,2,Review comment 12477
229906,4,Review comment 12478
52451,3,Review comment 12479
119513,5,Review comment 12480
111754,5,Review comment 12481
191631,4,Review comment 12482
207474,5,Review comment 12483
170717,2,Review comment 12484
98812,3,Review comment 12485
89903,4,Review comment 12486
39510,5,Review comment 12487
234269,3,Review comment 12488
184366,4,Review comment 12489
191516,1,Review comment 12490
69950,3,Review comment 12491
55872,1,Review comment 12492
93185,3,Review comment 12493
95958,5,Review comment 12494
192904,4,Review comment 12495
134650,3,Review comment 12496
11663,3,Review comment 12497
140256,3,Review comment 12498
199756,5,Review comment 12499
168753,5,Review comment 12500
253258,2,Review comment 12501
135505,2,Review comment 12502
90479,4,Review comment 12503
67053,3,Review comment 12504
19467,4,Review comment 12505
217999,3,Review comment 12506
214687,2,Review comment 12507
60342,3,Review comment 12508
92874,4,Review comment 12509
108835,5,Review comment 12510
164673,4,Review comment 12511
80665,1,Review comment 12512
15484,3,Review comment 12513
55007,3,Review comment 12514
