,guest_id,review_score,comments
14587,38015,4,Review comment 14588
14588,271481,1,Review comment 14589
14589,9615,4,Review comment 14590
14590,194917,4,Review comment 14591
14591,256729,4,Review comment 14592
14592,35823,5,Review comment 14593
14593,223158,4,Review comment 14594
14594,179003,5,Review comment 14595
14595,284716,4,Review comment 14596
14596,155569,3,Review comment 14597
14597,14326,3,Review comment 14598
14598,270442,5,Review comment 14599
14599,80948,1,Review comment 14600
14600,131777,4,Review comment 14601
14601,278557,1,Review comment 14602
14602,213936,4,Review comment 14603
14603,246292,3,Review comment 14604
14604,66799,4,Review comment 14605
14605,284765,3,Review comment 14606
14606,170054,5,Review comment 14607
14607,131529,3,Review comment 14608
14608,214643,4,Review comment 14609
14609,258422,4,Review comment 14610
14610,280767,1,Review comment 14611
14611,248353,5,Review comment 14612
14612,13337,1,Review comment 14613
14613,15905,2,Review comment 14614
14614,261312,1,Review comment 14615
14615,189649,5,Review comment 14616
14616,195661,1,Review comment 14617
14617,191013,3,Review comment 14618
14618,141696,5,Review comment 14619
14619,276636,5,Review comment 14620
14620,39294,1,Review comment 14621
14621,268889,4,Review comment 14622
14622,91119,3,Review comment 14623
14623,240268,4,Review comment 14624
14624,3212,3,Review comment 14625
14625,227021,5,Review comment 14626
14626,294044,2,Review comment 14627
14627,244948,4,Review comment 14628
14628,21762,2,Review comment 14629
14629,230490,2,Review comment 14630
14630,24146,4,Review comment 14631
14631,250878,3,Review comment 14632
14632,49072,4,Review comment 14633
14633,143283,3,Review comment 14634
14634,126861,3,Review comment 14635
14635,141020,4,Review comment 14636
14636,125081,4,Review comment 14637
14637,275294,4,Review comment 14638
14638,208865,2,Review comment 14639
14639,262242,5,Review comment 14640
14640,145463,5,Review comment 14641
14641,287230,5,Review comment 14642
14642,33197,3,Review comment 14643
14643,233575,5,Review comment 14644
14644,227895,4,Review comment 14645
14645,127013,4,Review comment 14646
14646,206238,3,Review comment 14647
14647,243184,1,Review comment 14648
14648,244099,4,Review comment 14649
14649,16993,3,Review comment 14650
14650,275818,4,Review comment 14651
14651,35588,4,Review comment 14652
14652,24544,3,Review comment 14653
14653,204600,1,Review comment 14654
14654,67106,2,Review comment 14655
14655,67943,4,Review comment 14656
14656,203840,4,Review comment 14657
14657,284527,4,Review comment 14658
14658,169059,2,Review comment 14659
14659,217945,5,Review comment 14660
14660,269313,5,Review comment 14661
14661,142683,1,Review comment 14662
14662,102622,1,Review comment 14663
14663,162650,3,Review comment 14664
14664,158893,3,Review comment 14665
14665,78659,5,Review comment 14666
14666,296679,4,Review comment 14667
14667,74262,5,Review comment 14668
14668,81975,5,Review comment 14669
14669,163520,5,Review comment 14670
14670,161315,2,Review comment 14671
14671,42825,4,Review comment 14672
14672,127401,5,Review comment 14673
14673,3887,5,Review comment 14674
14674,235252,3,Review comment 14675
14675,196143,1,Review comment 14676
14676,16364,1,Review comment 14677
14677,35441,5,Review comment 14678
14678,121143,5,Review comment 14679
14679,119513,1,Review comment 14680
14680,142619,5,Review comment 14681
14681,274278,1,Review comment 14682
14682,191085,4,Review comment 14683
14683,148716,3,Review comment 14684
14684,102090,3,Review comment 14685
14685,278055,5,Review comment 14686
14686,62933,4,Review comment 14687
14687,297675,4,Review comment 14688
14688,141425,4,Review comment 14689
14689,154510,1,Review comment 14690
14690,126863,4,Review comment 14691
14691,267243,1,Review comment 14692
14692,279586,1,Review comment 14693
14693,95340,4,Review comment 14694
14694,77,4,Review comment 14695
14695,167806,4,Review comment 14696
14696,68494,5,Review comment 14697
14697,171959,3,Review comment 14698
14698,52721,3,Review comment 14699
14699,68609,4,Review comment 14700
14700,247778,3,Review comment 14701
14701,268087,5,Review comment 14702
14702,285213,3,Review comment 14703
14703,114196,4,Review comment 14704
14704,25732,4,Review comment 14705
14705,12304,4,Review comment 14706
14706,132798,3,Review comment 14707
14707,170933,5,Review comment 14708
14708,293470,3,Review comment 14709
14709,90611,5,Review comment 14710
14710,2748,1,Review comment 14711
14711,27174,2,Review comment 14712
14712,231910,4,Review comment 14713
14713,81203,5,Review comment 14714
14714,135100,1,Review comment 14715
14715,258418,2,Review comment 14716
14716,111001,3,Review comment 14717
14717,120461,3,Review comment 14718
14718,263308,4,Review comment 14719
14719,3,5,Review comment 14720
14720,81037,1,Review comment 14721
14721,38561,4,Review comment 14722
14722,18413,2,Review comment 14723
14723,265088,3,Review comment 14724
14724,128971,2,Review comment 14725
14725,25800,4,Review comment 14726
14726,298653,2,Review comment 14727
14727,90959,3,Review comment 14728
14728,265299,5,Review comment 14729
14729,180971,2,Review comment 14730
14730,153057,3,Review comment 14731
14731,279441,4,Review comment 14732
14732,139093,3,Review comment 14733
14733,235680,1,Review comment 14734
14734,44647,5,Review comment 14735
14735,227216,4,Review comment 14736
14736,193652,1,Review comment 14737
14737,29202,3,Review comment 14738
14738,284229,1,Review comment 14739
14739,211552,2,Review comment 14740
14740,269198,1,Review comment 14741
14741,216739,4,Review comment 14742
14742,292146,5,Review comment 14743
14743,229594,2,Review comment 14744
14744,131530,5,Review comment 14745
14745,238000,2,Review comment 14746
14746,191966,4,Review comment 14747
14747,120301,4,Review comment 14748
14748,155544,2,Review comment 14749
14749,90227,2,Review comment 14750
14750,230891,2,Review comment 14751
14751,137877,2,Review comment 14752
14752,271989,4,Review comment 14753
14753,56962,4,Review comment 14754
14754,217842,4,Review comment 14755
14755,63968,5,Review comment 14756
14756,221478,1,Review comment 14757
14757,205193,1,Review comment 14758
14758,189989,4,Review comment 14759
14759,238518,5,Review comment 14760
14760,153197,4,Review comment 14761
14761,296496,4,Review comment 14762
14762,22810,5,Review comment 14763
14763,43163,5,Review comment 14764
14764,88109,5,Review comment 14765
14765,121938,4,Review comment 14766
14766,119203,1,Review comment 14767
14767,54121,4,Review comment 14768
14768,40865,5,Review comment 14769
14769,110886,4,Review comment 14770
14770,214214,4,Review comment 14771
14771,178922,4,Review comment 14772
14772,93512,3,Review comment 14773
14773,254596,1,Review comment 14774
14774,210088,4,Review comment 14775
14775,292113,3,Review comment 14776
14776,108874,4,Review comment 14777
14777,136504,4,Review comment 14778
14778,238174,4,Review comment 14779
14779,202235,5,Review comment 14780
14780,206120,5,Review comment 14781
14781,265737,5,Review comment 14782
14782,121089,5,Review comment 14783
14783,191866,2,Review comment 14784
14784,279551,5,Review comment 14785
14785,71063,5,Review comment 14786
14786,211614,2,Review comment 14787
14787,57179,3,Review comment 14788
14788,165409,4,Review comment 14789
14789,74656,5,Review comment 14790
14790,205956,4,Review comment 14791
14791,283014,5,Review comment 14792
14792,32661,2,Review comment 14793
14793,65357,4,Review comment 14794
14794,258689,5,Review comment 14795
14795,78454,4,Review comment 14796
14796,298754,5,Review comment 14797
14797,55347,4,Review comment 14798
14798,236796,4,Review comment 14799
14799,94611,4,Review comment 14800
14800,25359,4,Review comment 14801
14801,243823,4,Review comment 14802
14802,219307,3,Review comment 14803
14803,41881,5,Review comment 14804
14804,109777,3,Review comment 14805
14805,292964,2,Review comment 14806
14806,285828,1,Review comment 14807
14807,56618,5,Review comment 14808
14808,263093,5,Review comment 14809
14809,210441,4,Review comment 14810
14810,246870,4,Review comment 14811
14811,87499,1,Review comment 14812
14812,267869,4,Review comment 14813
14813,141390,4,Review comment 14814
14814,261397,3,Review comment 14815
14815,180107,3,Review comment 14816
14816,135842,4,Review comment 14817
14817,20785,3,Review comment 14818
14818,178730,3,Review comment 14819
14819,211221,3,Review comment 14820
14820,31225,4,Review comment 14821
14821,86363,4,Review comment 14822
14822,251651,2,Review comment 14823
14823,116891,4,Review comment 14824
14824,281431,2,Review comment 14825
14825,87307,1,Review comment 14826
14826,97207,4,Review comment 14827
14827,244800,1,Review comment 14828
14828,98059,3,Review comment 14829
14829,93779,5,Review comment 14830
14830,80197,4,Review comment 14831
14831,153219,5,Review comment 14832
14832,162359,1,Review comment 14833
14833,190448,4,Review comment 14834
14834,88080,4,Review comment 14835
14835,189674,2,Review comment 14836
14836,162484,2,Review comment 14837
14837,200090,3,Review comment 14838
14838,234166,4,Review comment 14839
14839,185010,5,Review comment 14840
14840,261976,3,Review comment 14841
14841,270017,3,Review comment 14842
14842,130870,3,Review comment 14843
14843,266059,5,Review comment 14844
14844,7681,4,Review comment 14845
14845,284832,3,Review comment 14846
14846,175181,4,Review comment 14847
14847,276102,5,Review comment 14848
14848,111357,5,Review comment 14849
14849,68355,2,Review comment 14850
14850,244355,5,Review comment 14851
14851,172030,4,Review comment 14852
14852,128268,2,Review comment 14853
14853,28246,4,Review comment 14854
14854,200128,4,Review comment 14855
14855,126373,3,Review comment 14856
14856,77814,5,Review comment 14857
14857,28309,2,Review comment 14858
14858,296651,4,Review comment 14859
14859,161356,2,Review comment 14860
14860,180919,1,Review comment 14861
14861,143319,4,Review comment 14862
14862,156752,4,Review comment 14863
14863,26915,4,Review comment 14864
14864,183192,3,Review comment 14865
14865,164030,4,Review comment 14866
14866,88286,5,Review comment 14867
14867,22283,3,Review comment 14868
14868,34451,5,Review comment 14869
14869,242006,1,Review comment 14870
14870,182491,1,Review comment 14871
14871,17031,2,Review comment 14872
14872,281655,5,Review comment 14873
14873,77067,5,Review comment 14874
14874,17216,1,Review comment 14875
14875,60695,4,Review comment 14876
14876,96570,4,Review comment 14877
14877,151102,1,Review comment 14878
14878,142012,3,Review comment 14879
14879,199693,3,Review comment 14880
14880,182040,5,Review comment 14881
14881,278472,4,Review comment 14882
14882,146489,4,Review comment 14883
14883,56029,4,Review comment 14884
14884,21773,5,Review comment 14885
14885,144769,5,Review comment 14886
14886,254300,4,Review comment 14887
14887,191383,3,Review comment 14888
14888,234582,5,Review comment 14889
14889,76997,5,Review comment 14890
14890,276862,3,Review comment 14891
14891,234578,4,Review comment 14892
14892,299923,4,Review comment 14893
14893,269259,5,Review comment 14894
14894,159173,3,Review comment 14895
14895,180050,5,Review comment 14896
14896,297135,1,Review comment 14897
14897,571,4,Review comment 14898
14898,16729,5,Review comment 14899
14899,20925,4,Review comment 14900
14900,155521,2,Review comment 14901
14901,123022,5,Review comment 14902
14902,123332,3,Review comment 14903
14903,108604,3,Review comment 14904
14904,2158,2,Review comment 14905
14905,255166,3,Review comment 14906
14906,258641,4,Review comment 14907
14907,142712,5,Review comment 14908
14908,83938,2,Review comment 14909
14909,95586,5,Review comment 14910
14910,252723,3,Review comment 14911
14911,250775,4,Review comment 14912
14912,89352,5,Review comment 14913
14913,130077,4,Review comment 14914
14914,170987,1,Review comment 14915
14915,65042,4,Review comment 14916
14916,172877,4,Review comment 14917
14917,53778,5,Review comment 14918
14918,202092,3,Review comment 14919
14919,61961,3,Review comment 14920
14920,43091,5,Review comment 14921
14921,231939,3,Review comment 14922
14922,145346,3,Review comment 14923
14923,115297,5,Review comment 14924
14924,33113,3,Review comment 14925
14925,127157,5,Review comment 14926
14926,56800,4,Review comment 14927
14927,283049,2,Review comment 14928
14928,270501,4,Review comment 14929
14929,135320,5,Review comment 14930
14930,9073,4,Review comment 14931
14931,148212,4,Review comment 14932
14932,110128,1,Review comment 14933
14933,75631,4,Review comment 14934
14934,235665,3,Review comment 14935
14935,202078,4,Review comment 14936
14936,143735,1,Review comment 14937
14937,177994,4,Review comment 14938
14938,236911,3,Review comment 14939
14939,193536,2,Review comment 14940
14940,126514,2,Review comment 14941
14941,14619,4,Review comment 14942
14942,132436,4,Review comment 14943
14943,3848,1,Review comment 14944
14944,274061,4,Review comment 14945
14945,256661,5,Review comment 14946
14946,13974,5,Review comment 14947
14947,206324,5,Review comment 14948
14948,104948,1,Review comment 14949
14949,102541,5,Review comment 14950
14950,153188,5,Review comment 14951
14951,112227,5,Review comment 14952
14952,141936,5,Review comment 14953
14953,259311,2,Review comment 14954
14954,28833,2,Review comment 14955
14955,53204,2,Review comment 14956
14956,193225,5,Review comment 14957
14957,184817,2,Review comment 14958
14958,275407,1,Review comment 14959
14959,206114,4,Review comment 14960
14960,225239,1,Review comment 14961
14961,98508,4,Review comment 14962
14962,30355,4,Review comment 14963
14963,251322,5,Review comment 14964
14964,204040,4,Review comment 14965
14965,24283,4,Review comment 14966
14966,280233,2,Review comment 14967
14967,88655,3,Review comment 14968
14968,137062,4,Review comment 14969
14969,66189,5,Review comment 14970
14970,185844,4,Review comment 14971
14971,200908,3,Review comment 14972
14972,34025,3,Review comment 14973
14973,70104,4,Review comment 14974
14974,205224,2,Review comment 14975
14975,232119,5,Review comment 14976
14976,104666,4,Review comment 14977
14977,40282,4,Review comment 14978
14978,109959,4,Review comment 14979
14979,141226,4,Review comment 14980
14980,186924,2,Review comment 14981
14981,105696,2,Review comment 14982
14982,95328,2,Review comment 14983
14983,89678,4,Review comment 14984
14984,64285,5,Review comment 14985
14985,269567,3,Review comment 14986
14986,20571,3,Review comment 14987
14987,59364,3,Review comment 14988
14988,12974,4,Review comment 14989
14989,168648,5,Review comment 14990
14990,238010,4,Review comment 14991
14991,234188,2,Review comment 14992
14992,125247,3,Review comment 14993
14993,281624,5,Review comment 14994
14994,238375,5,Review comment 14995
14995,297832,5,Review comment 14996
14996,105686,3,Review comment 14997
14997,49662,5,Review comment 14998
14998,112433,1,Review comment 14999
14999,159866,5,Review comment 15000
15000,45463,4,Review comment 15001
15001,102361,1,Review comment 15002
15002,186873,3,Review comment 15003
15003,124029,3,Review comment 15004
15004,244752,4,Review comment 15005
15005,45373,3,Review comment 15006
15006,230998,5,Review comment 15007
15007,24768,4,Review comment 15008
15008,187493,4,Review comment 15009
15009,218204,4,Review comment 15010
15010,195983,2,Review comment 15011
15011,157269,3,Review comment 15012
15012,151543,4,Review comment 15013
15013,158997,4,Review comment 15014
15014,136557,3,Review comment 15015
15015,116942,3,Review comment 15016
15016,249069,5,Review comment 15017
15017,130493,3,Review comment 15018
15018,157750,5,Review comment 15019
15019,140581,2,Review comment 15020
15020,186899,5,Review comment 15021
15021,61712,4,Review comment 15022
15022,100038,5,Review comment 15023
15023,93050,3,Review comment 15024
15024,239685,3,Review comment 15025
15025,39834,1,Review comment 15026
15026,124747,5,Review comment 15027
15027,81525,1,Review comment 15028
15028,67047,4,Review comment 15029
15029,104254,3,Review comment 15030
15030,39845,5,Review comment 15031
15031,220295,5,Review comment 15032
15032,147775,5,Review comment 15033
15033,153387,1,Review comment 15034
15034,210891,5,Review comment 15035
15035,253310,3,Review comment 15036
15036,53039,4,Review comment 15037
15037,297031,3,Review comment 15038
15038,74369,4,Review comment 15039
15039,19665,5,Review comment 15040
15040,173250,3,Review comment 15041
15041,236111,4,Review comment 15042
15042,64855,5,Review comment 15043
15043,239535,5,Review comment 15044
15044,236424,3,Review comment 15045
15045,155865,5,Review comment 15046
15046,141077,3,Review comment 15047
15047,69900,3,Review comment 15048
15048,233654,3,Review comment 15049
15049,139869,4,Review comment 15050
15050,227589,4,Review comment 15051
15051,181193,4,Review comment 15052
15052,151812,5,Review comment 15053
15053,295966,3,Review comment 15054
15054,160042,5,Review comment 15055
15055,56860,5,Review comment 15056
15056,54989,4,Review comment 15057
15057,254067,4,Review comment 15058
15058,174975,3,Review comment 15059
15059,100006,5,Review comment 15060
15060,180587,4,Review comment 15061
15061,36814,4,Review comment 15062
15062,270131,1,Review comment 15063
15063,102187,4,Review comment 15064
15064,244220,1,Review comment 15065
15065,36927,5,Review comment 15066
15066,171351,1,Review comment 15067
15067,169313,3,Review comment 15068
15068,2373,5,Review comment 15069
15069,277224,4,Review comment 15070
15070,140709,5,Review comment 15071
15071,140316,3,Review comment 15072
15072,40336,5,Review comment 15073
15073,138119,5,Review comment 15074
15074,242330,4,Review comment 15075
15075,105524,5,Review comment 15076
15076,242653,4,Review comment 15077
15077,190954,4,Review comment 15078
15078,248930,3,Review comment 15079
15079,107488,5,Review comment 15080
15080,255905,5,Review comment 15081
15081,19422,4,Review comment 15082
15082,194135,2,Review comment 15083
15083,176325,4,Review comment 15084
15084,75522,4,Review comment 15085
15085,98302,5,Review comment 15086
15086,169346,2,Review comment 15087
15087,130978,4,Review comment 15088
15088,223530,4,Review comment 15089
15089,255408,5,Review comment 15090
15090,183130,4,Review comment 15091
15091,162849,4,Review comment 15092
15092,262875,4,Review comment 15093
15093,654,5,Review comment 15094
15094,56191,4,Review comment 15095
15095,279939,2,Review comment 15096
15096,234995,4,Review comment 15097
15097,72707,2,Review comment 15098
15098,185312,4,Review comment 15099
15099,173377,3,Review comment 15100
15100,284520,4,Review comment 15101
15101,203788,2,Review comment 15102
15102,90689,5,Review comment 15103
15103,80520,5,Review comment 15104
15104,174399,5,Review comment 15105
15105,34013,4,Review comment 15106
15106,257418,2,Review comment 15107
15107,273855,4,Review comment 15108
15108,11263,3,Review comment 15109
15109,262302,1,Review comment 15110
15110,206672,2,Review comment 15111
15111,208046,2,Review comment 15112
15112,124828,3,Review comment 15113
15113,88033,4,Review comment 15114
15114,223711,5,Review comment 15115
15115,80764,3,Review comment 15116
15116,132042,4,Review comment 15117
15117,218172,2,Review comment 15118
15118,134075,3,Review comment 15119
15119,252640,1,Review comment 15120
15120,100126,3,Review comment 15121
15121,142402,4,Review comment 15122
15122,238132,3,Review comment 15123
15123,213595,5,Review comment 15124
15124,107658,4,Review comment 15125
15125,213327,5,Review comment 15126
15126,232398,2,Review comment 15127
15127,179974,3,Review comment 15128
15128,191098,3,Review comment 15129
15129,86808,4,Review comment 15130
15130,200887,3,Review comment 15131
15131,261258,3,Review comment 15132
15132,100018,3,Review comment 15133
15133,125936,2,Review comment 15134
15134,177677,1,Review comment 15135
15135,110833,5,Review comment 15136
15136,203694,2,Review comment 15137
15137,208191,4,Review comment 15138
15138,270916,5,Review comment 15139
15139,217181,5,Review comment 15140
15140,99678,1,Review comment 15141
15141,4462,4,Review comment 15142
15142,170761,5,Review comment 15143
15143,227017,4,Review comment 15144
15144,107054,2,Review comment 15145
15145,215290,3,Review comment 15146
15146,177394,3,Review comment 15147
15147,281384,4,Review comment 15148
15148,283213,2,Review comment 15149
15149,14334,5,Review comment 15150
15150,33611,2,Review comment 15151
15151,119143,2,Review comment 15152
15152,186496,4,Review comment 15153
15153,259311,5,Review comment 15154
15154,98432,3,Review comment 15155
15155,264690,3,Review comment 15156
15156,146503,2,Review comment 15157
15157,212247,5,Review comment 15158
15158,108493,4,Review comment 15159
15159,85315,1,Review comment 15160
15160,6844,4,Review comment 15161
15161,137349,3,Review comment 15162
15162,244181,2,Review comment 15163
15163,131472,5,Review comment 15164
15164,57784,4,Review comment 15165
15165,183542,4,Review comment 15166
15166,55124,1,Review comment 15167
15167,4590,1,Review comment 15168
15168,100676,4,Review comment 15169
15169,274183,5,Review comment 15170
15170,150717,3,Review comment 15171
15171,158207,1,Review comment 15172
15172,253824,3,Review comment 15173
15173,253452,5,Review comment 15174
15174,26989,5,Review comment 15175
15175,48400,4,Review comment 15176
15176,127743,3,Review comment 15177
15177,97195,1,Review comment 15178
15178,21213,1,Review comment 15179
15179,180895,5,Review comment 15180
15180,27923,4,Review comment 15181
15181,206348,5,Review comment 15182
15182,68710,5,Review comment 15183
15183,61510,4,Review comment 15184
15184,262413,4,Review comment 15185
15185,139702,5,Review comment 15186
15186,217015,3,Review comment 15187
15187,151394,3,Review comment 15188
15188,203067,5,Review comment 15189
15189,292696,4,Review comment 15190
15190,43300,5,Review comment 15191
15191,141105,4,Review comment 15192
15192,53336,3,Review comment 15193
15193,30735,2,Review comment 15194
15194,182383,5,Review comment 15195
15195,17985,5,Review comment 15196
15196,175579,5,Review comment 15197
15197,125448,1,Review comment 15198
15198,15662,5,Review comment 15199
15199,185061,3,Review comment 15200
15200,226365,4,Review comment 15201
15201,203520,2,Review comment 15202
15202,86571,5,Review comment 15203
15203,175607,5,Review comment 15204
15204,212197,3,Review comment 15205
15205,150051,5,Review comment 15206
15206,247110,1,Review comment 15207
15207,219643,2,Review comment 15208
15208,255685,4,Review comment 15209
15209,67437,1,Review comment 15210
15210,22369,3,Review comment 15211
15211,226562,3,Review comment 15212
15212,253498,2,Review comment 15213
15213,226105,5,Review comment 15214
15214,229827,1,Review comment 15215
15215,179656,2,Review comment 15216
15216,95631,5,Review comment 15217
15217,235565,1,Review comment 15218
15218,242953,4,Review comment 15219
15219,249922,3,Review comment 15220
15220,272043,2,Review comment 15221
15221,139136,5,Review comment 15222
15222,26392,5,Review comment 15223
15223,237539,3,Review comment 15224
15224,90511,5,Review comment 15225
15225,246848,4,Review comment 15226
15226,232471,4,Review comment 15227
15227,268412,1,Review comment 15228
15228,100830,3,Review comment 15229
15229,37742,3,Review comment 15230
15230,44336,4,Review comment 15231
15231,33197,3,Review comment 15232
15232,165567,4,Review comment 15233
15233,61894,5,Review comment 15234
15234,280343,2,Review comment 15235
15235,163765,3,Review comment 15236
15236,126737,4,Review comment 15237
15237,7391,5,Review comment 15238
15238,19809,4,Review comment 15239
15239,71119,4,Review comment 15240
15240,78675,3,Review comment 15241
15241,238090,4,Review comment 15242
15242,260818,3,Review comment 15243
15243,147609,2,Review comment 15244
15244,28201,1,Review comment 15245
15245,18357,2,Review comment 15246
15246,188985,3,Review comment 15247
15247,140200,2,Review comment 15248
15248,213857,4,Review comment 15249
15249,37859,3,Review comment 15250
15250,286752,1,Review comment 15251
15251,47061,4,Review comment 15252
15252,9143,2,Review comment 15253
15253,291211,3,Review comment 15254
15254,100781,1,Review comment 15255
15255,12548,5,Review comment 15256
15256,15918,1,Review comment 15257
15257,196149,5,Review comment 15258
15258,173862,1,Review comment 15259
15259,117099,5,Review comment 15260
15260,204124,4,Review comment 15261
15261,289707,5,Review comment 15262
15262,156348,1,Review comment 15263
15263,52820,3,Review comment 15264
15264,254984,5,Review comment 15265
15265,1385,3,Review comment 15266
15266,227874,4,Review comment 15267
15267,189357,2,Review comment 15268
15268,196778,5,Review comment 15269
15269,285148,4,Review comment 15270
15270,98469,4,Review comment 15271
15271,268777,1,Review comment 15272
15272,102798,5,Review comment 15273
15273,221672,1,Review comment 15274
15274,212013,5,Review comment 15275
15275,100226,5,Review comment 15276
15276,24264,2,Review comment 15277
15277,215307,2,Review comment 15278
15278,227944,1,Review comment 15279
15279,199500,4,Review comment 15280
15280,180575,2,Review comment 15281
15281,39659,4,Review comment 15282
15282,13596,3,Review comment 15283
15283,137031,4,Review comment 15284
15284,147780,3,Review comment 15285
15285,37022,3,Review comment 15286
15286,235632,4,Review comment 15287
15287,215624,4,Review comment 15288
15288,240460,1,Review comment 15289
15289,148650,2,Review comment 15290
15290,132437,4,Review comment 15291
15291,92176,4,Review comment 15292
15292,287382,5,Review comment 15293
15293,62687,4,Review comment 15294
15294,69106,5,Review comment 15295
15295,73405,5,Review comment 15296
15296,263351,5,Review comment 15297
15297,217361,2,Review comment 15298
15298,183696,2,Review comment 15299
15299,105408,4,Review comment 15300
15300,152376,2,Review comment 15301
15301,88331,1,Review comment 15302
15302,277655,3,Review comment 15303
15303,155877,5,Review comment 15304
15304,70794,5,Review comment 15305
15305,163103,4,Review comment 15306
15306,156249,5,Review comment 15307
15307,35273,5,Review comment 15308
15308,213179,2,Review comment 15309
15309,53493,1,Review comment 15310
15310,50076,3,Review comment 15311
15311,158845,5,Review comment 15312
15312,50924,4,Review comment 15313
15313,3578,5,Review comment 15314
15314,242206,5,Review comment 15315
15315,109313,3,Review comment 15316
15316,208522,1,Review comment 15317
15317,288093,5,Review comment 15318
15318,261375,1,Review comment 15319
15319,179318,5,Review comment 15320
15320,171526,1,Review comment 15321
15321,9521,5,Review comment 15322
15322,84770,2,Review comment 15323
15323,21112,3,Review comment 15324
15324,30927,3,Review comment 15325
15325,195899,4,Review comment 15326
15326,142245,5,Review comment 15327
15327,167003,4,Review comment 15328
15328,151568,4,Review comment 15329
15329,135002,5,Review comment 15330
15330,284600,3,Review comment 15331
15331,95499,5,Review comment 15332
15332,227725,1,Review comment 15333
15333,159194,4,Review comment 15334
15334,87271,4,Review comment 15335
15335,183380,4,Review comment 15336
15336,66869,3,Review comment 15337
15337,175745,5,Review comment 15338
15338,235456,4,Review comment 15339
15339,26197,4,Review comment 15340
15340,29382,3,Review comment 15341
15341,184524,3,Review comment 15342
15342,179675,4,Review comment 15343
15343,291220,2,Review comment 15344
15344,249106,4,Review comment 15345
15345,161038,3,Review comment 15346
15346,13333,4,Review comment 15347
15347,203451,5,Review comment 15348
15348,246426,4,Review comment 15349
15349,66230,2,Review comment 15350
15350,223110,5,Review comment 15351
15351,267010,5,Review comment 15352
15352,104104,2,Review comment 15353
15353,59934,5,Review comment 15354
15354,43877,2,Review comment 15355
15355,48731,4,Review comment 15356
15356,103539,5,Review comment 15357
15357,34964,3,Review comment 15358
15358,206667,1,Review comment 15359
15359,213553,4,Review comment 15360
15360,257173,3,Review comment 15361
15361,133994,4,Review comment 15362
15362,49559,5,Review comment 15363
15363,226322,2,Review comment 15364
15364,253704,3,Review comment 15365
15365,135347,2,Review comment 15366
15366,140955,1,Review comment 15367
15367,79017,1,Review comment 15368
15368,247964,4,Review comment 15369
15369,292757,4,Review comment 15370
15370,240849,2,Review comment 15371
15371,184426,3,Review comment 15372
15372,34343,3,Review comment 15373
15373,180244,3,Review comment 15374
15374,268290,4,Review comment 15375
15375,31210,3,Review comment 15376
15376,210326,4,Review comment 15377
15377,281813,5,Review comment 15378
15378,195357,4,Review comment 15379
15379,223971,4,Review comment 15380
15380,143687,1,Review comment 15381
15381,171751,4,Review comment 15382
15382,255841,2,Review comment 15383
15383,61470,2,Review comment 15384
15384,70326,4,Review comment 15385
15385,107869,2,Review comment 15386
15386,162065,2,Review comment 15387
15387,160516,3,Review comment 15388
15388,184210,3,Review comment 15389
15389,187068,3,Review comment 15390
15390,267127,2,Review comment 15391
15391,236752,4,Review comment 15392
15392,5660,1,Review comment 15393
15393,240156,3,Review comment 15394
15394,281699,1,Review comment 15395
15395,228283,2,Review comment 15396
15396,270550,3,Review comment 15397
15397,241750,2,Review comment 15398
15398,170365,3,Review comment 15399
15399,298207,3,Review comment 15400
15400,111421,4,Review comment 15401
15401,183037,1,Review comment 15402
15402,215925,1,Review comment 15403
15403,79565,5,Review comment 15404
15404,227379,1,Review comment 15405
15405,181902,3,Review comment 15406
15406,263562,3,Review comment 15407
15407,65888,5,Review comment 15408
15408,20203,3,Review comment 15409
15409,287029,3,Review comment 15410
15410,148989,4,Review comment 15411
15411,153486,3,Review comment 15412
15412,148362,3,Review comment 15413
15413,220909,5,Review comment 15414
15414,140092,3,Review comment 15415
15415,49961,5,Review comment 15416
15416,182735,1,Review comment 15417
15417,57918,4,Review comment 15418
15418,126268,5,Review comment 15419
15419,94317,4,Review comment 15420
15420,93767,4,Review comment 15421
15421,9830,3,Review comment 15422
15422,231187,2,Review comment 15423
15423,248165,3,Review comment 15424
15424,16285,4,Review comment 15425
15425,246097,5,Review comment 15426
15426,3631,4,Review comment 15427
15427,157270,5,Review comment 15428
15428,260970,4,Review comment 15429
15429,156687,3,Review comment 15430
15430,70932,4,Review comment 15431
15431,255108,4,Review comment 15432
15432,129397,4,Review comment 15433
15433,295989,4,Review comment 15434
15434,57340,4,Review comment 15435
15435,45348,1,Review comment 15436
15436,209879,2,Review comment 15437
15437,9153,4,Review comment 15438
15438,116129,3,Review comment 15439
15439,222116,3,Review comment 15440
15440,233784,1,Review comment 15441
15441,9977,4,Review comment 15442
15442,3471,3,Review comment 15443
15443,61335,2,Review comment 15444
15444,265078,4,Review comment 15445
15445,25772,1,Review comment 15446
15446,217015,3,Review comment 15447
15447,67131,4,Review comment 15448
15448,2860,5,Review comment 15449
15449,143710,5,Review comment 15450
15450,78887,2,Review comment 15451
15451,183596,3,Review comment 15452
15452,10055,1,Review comment 15453
15453,203418,5,Review comment 15454
15454,229485,1,Review comment 15455
15455,135008,5,Review comment 15456
15456,221514,4,Review comment 15457
15457,230157,3,Review comment 15458
15458,216247,1,Review comment 15459
15459,92162,5,Review comment 15460
15460,198913,1,Review comment 15461
